rank,accountid,rating
1159,godgun,4.65
1160,YaoOu,4.65
1161,twscsfhyz,4.65
1162,ЛовкиеПальцы,4.65
1163,DaaLorr,4.65
1164,briffits,4.65
1165,Bodaggn,4.65
1166,Ye11ow,4.65
1167,Trapper,4.65
1168,Seken,4.65
1169,Slay,4.65
1170,BMW,4.65
1171,sezames,4.65
1172,ArchiWaWn,4.65
1173,沉默的羔羊,4.64
1174,黑森林的小蘑菇,4.64
1175,Sliver,4.64
1176,lee070207,4.64
1177,KissMyFish,4.64
1178,Ramlaj,4.64
1179,beepbeep,4.64
1180,davveroio,4.64
1181,ASAP,4.64
1182,Nibbaftp,4.64
1183,Marek,4.64
1184,Runnbjaer,4.64
1185,Farinheit,4.64
1186,Shredder,4.64
1187,FuBar,4.64
1188,phoenix,4.64
1189,Tiapofithe,4.64
1190,odqiby2xqc2s,4.64
1191,CDtiho,4.63
1192,richard404,4.63
1193,MiaoKaDian,4.63
1194,qwer,4.63
1195,냥냥펀치,4.63
1196,idai,4.63
1197,DJWCB,4.63
1198,wangjh,4.63
1199,yōuyōulùmíng,4.63
1200,Robi,4.63
1201,mlinke,4.63
1202,Lacebolla,4.63
1203,AlexCai,4.63
1204,noisy52,4.63
1205,kolyok,4.63
1206,LAPRAS,4.63
1207,교미왕강퀴,4.63
1208,Phornacius,4.63
1209,DonGonzas,4.63
1210,MechroAngelo,4.63
1211,Melo,4.63
1212,nikkon,4.63
1213,Harkhonen,4.63
1214,Cuips,4.63
1215,Loe,4.63
1216,SkyHunter,4.63
1217,VeniVidiVici,4.63
1218,mandelshtam1,4.63
1219,KRIO,4.62
1220,Ezorethyk,4.62
1221,zed,4.62
1222,ChineseGongf,4.62
1223,Lazzarruss51,4.62
1224,Medik,4.62
1225,greeni,4.62
1226,LAMORT,4.62
1227,KDrew,4.62
1228,Messaline,4.62
1229,KissTheFire,4.62
1230,punish,4.62
1231,Gurke,4.62
1232,Peejay,4.62
1233,GiveMeAName,4.62
1234,lachkoy,4.62
1235,Bobkiller,4.62
1236,Doubidouwa,4.62
1237,Aladriel,4.62
1238,最亮的仔,4.62
1239,blessed,4.61
1240,khalil,4.61
1241,Dirge,4.61
1242,DJWteacher,4.61
1243,Mynamenoname,4.61
1244,LoveBing,4.61
1245,kong,4.61
1246,CENSORED,4.61
1247,FusroDahhh,4.61
1248,Pier,4.61
1249,Огрик,4.61
1250,Easy12Wins,4.61
1251,Rob,4.61
1252,Barry1107,4.61
1253,Urkoth,4.61
1254,charizard25,4.61
1255,Dragonblu,4.61
1256,boxoxol,4.61
1257,马雷格彼得,4.61
1258,tyel,4.61
1259,toXiod,4.6
1260,bluearmy,4.6
1261,Protagon1st,4.6
1262,mryrfmwdt,4.6
1263,zhuxiong,4.6
1264,Taylor,4.6
1265,WildWolf,4.6
1266,styjib4uk,4.6
1267,Jonkogod,4.6
1268,Annihilator,4.6
1269,terran,4.6
1270,AshQueen,4.6
1271,arre,4.6
1272,Reevox3,4.6
1273,Natsu,4.6
1274,Mutaro,4.6
1275,Flamez,4.6
1276,zhahzhah,4.6
1277,BorisTB,4.6
1278,borsh,4.59
1279,qitian,4.59
1280,gigibest,4.59
1281,Csor,4.59
1282,CatchStar,4.59
1283,redss,4.59
1284,Whatever,4.59
1285,Anobeus,4.59
1286,JuanJuanFan,4.59
1287,JshaoPP,4.59
1288,JayRock,4.59
1289,CvRk,4.59
1290,Bayraktar,4.59
1291,ShadowDragon,4.59
1292,스키마,4.59
1293,dhoine,4.59
1294,SanRising,4.59
1295,YUGO888,4.59
1296,TOCTEP,4.59
1297,theblackhawk,4.59
1298,GarnetBeast,4.59
1299,Ïgris,4.59
1300,RED,4.59
1301,狡猾的橄欖色駝鹿,4.58
1302,shenjunniubi,4.58
1303,YueHanLi,4.58
1304,xieAXIU,4.58
1305,BigPiBond,4.58
1306,luia,4.58
1307,NightKnight,4.58
1308,ZeroXrem,4.58
1309,TMac,4.58
1310,Friska,4.58
1311,NikxNL,4.58
1312,LetHimALone,4.58
1313,MavR,4.58
1314,PerecKTO,4.58
1315,v1ad1s10ve,4.58
1316,Kazanova,4.58
1317,Daniel97,4.58
1318,baoxuessmm,4.57
1319,好運束褲,4.57
1320,小马爱吃煎蛋卷,4.57
1321,Aroudblack,4.57
1322,Jacethemind,4.57
1323,JennIsCool,4.57
1324,Hovvlett,4.57
1325,갓녕갓녕,4.57
1326,WTBGF,4.57
1327,GarryPowar,4.57
1328,Michaelmight,4.57
1329,NJx,4.57
1330,Nostaratell,4.57
1331,Kosta,4.57
1332,Tim187,4.57
1333,林小虾,4.57
1334,冷情,4.57
1335,MrFortune,4.57
1336,Sean,4.56
1337,NavyGnoll420,4.56
1338,zxcvbnm,4.56
1339,ttttttttt,4.56
1340,fhu,4.56
1341,waiexsf,4.56
1342,IronBlood,4.56
1343,wanan,4.56
1344,平衡的金色狼,4.56
1345,HugoZ,4.56
1346,aspx,4.56
1347,Alio,4.56
1348,Popcornyummy,4.56
1349,MasterNick,4.56
1350,Almeidukas,4.56
1351,TheresaMay,4.56
1352,Rammus,4.56
1353,DragonAlbert,4.56
1354,Miro,4.56
1355,eslafin99,4.56
1356,PIRO,4.56
1357,蹦蹦騎士,4.56
1358,Klein,4.56
1359,lvzhende,4.56
1360,Stronk,4.56
1361,youngmoolah,4.55
1362,MasterMage,4.55
1363,nizkii,4.55
1364,Leslie,4.55
1365,QuartzOgre,4.55
1366,空空空,4.55
1367,sage,4.55
1368,ofqwp,4.55
1369,BEAST,4.55
1370,JLF,4.55
1371,WalterJr,4.55
1372,MIL,4.55
1373,BassHunter,4.55
1374,TheTrouper,4.55
1375,Shockwave,4.55
1376,RoyalFlush,4.55
1377,Aleev,4.55
1378,Mitch,4.55
1379,grasshopper,4.55
1380,Kastaja,4.55
1381,JSG,4.55
1382,Bizarre,4.55
1383,小磊,4.55
1384,DJWCB,4.55
1385,megalq,4.55
1386,Veepari,4.55
1387,DrSigge,4.55
1388,Sp3ct3r,4.54
1389,nanaorrange,4.54
1390,DLMdD,4.54
1391,GKsteben,4.54
1392,Nelzamouri,4.54
1393,pino94,4.54
1394,pilas,4.54
1395,사용자김수현,4.54
1396,TheOnly1Kyle,4.54
1397,lazar,4.54
1398,Enotson,4.54
1399,GeLo,4.54
1400,lgx921,4.54
1401,TURK,4.54
1402,KickMyA55,4.54
1403,Ekzar,4.53
1404,muyaliao,4.53
1405,werwoif,4.53
1406,pluviophile,4.53
1407,losiendo,4.53
1408,kubara,4.53
1409,Kosio,4.53
1410,friki,4.53
1411,TellMe,4.53
1412,kaio,4.53
1413,SHReKfromKZ,4.53
1414,GlokEarns,4.53
1415,Shadow,4.53
1416,Poroshochek,4.53
1417,RedCell,4.53
1418,Liu,4.53
1419,kras,4.53
1420,Legendaren,4.53
1421,dennYs,4.53
1422,Janzy,4.53
1423,MauveSeal,4.53
1424,AltikGrik,4.53
1425,IronBringer,4.53
1426,Nvrmd,4.52
1427,Suki,4.52
1428,LML9,4.52
1429,YLL,4.52
1430,ypf823,4.52
1431,CrazyMage,4.52
1432,ZZZ,4.52
1433,yage,4.52
1434,聰明的酒色麋鹿,4.52
1435,YourDog,4.52
1436,OFLiNE,4.52
1437,RadoMNP,4.52
1438,Deuse,4.52
1439,tewerun,4.52
1440,HattoriHanzo,4.52
1441,Давай,4.52
1442,Rhalor,4.52
1443,Безликий,4.52
1444,sogeking,4.52
1445,mathias224,4.52
1446,Mgs020,4.52
1447,PepetheShort,4.52
1448,Sadeks,4.52
1449,Draanek,4.52
1450,Laika,4.52
1451,wxzhz,4.52
1452,CrazyMushrom,4.52
1453,Ando,4.51
1454,winterhascom,4.51
1455,theshy,4.51
1456,NESYYN,4.51
1457,Cutemisser,4.51
1458,Lan,4.51
1459,Reimu,4.51
1460,Patefes,4.51
1461,rosanice,4.51
1462,falc0nas,4.51
1463,SatanPower,4.51
1464,TheAmswer,4.51
1465,SerZHant,4.51
1466,Loki,4.51
1467,Disi,4.51
1468,Mustafa566,4.51
1469,Trogliko,4.51
1470,Singularity,4.51
1471,Alagros,4.51
1472,XianDao,4.51
1473,GunsRoses,4.51
1474,qCDWoaQq,4.51
1475,simao,4.51
1476,Nalili,4.51
1477,Odiun,4.51
1478,焚月,4.5
1479,LemonWolf,4.5
1480,Darkbears,4.5
1481,bengkghjt,4.5
1482,nieyuejie,4.5
1483,hehd,4.5
1484,MossyOishi,4.5
1485,LeLouche,4.5
1486,dontdustever,4.5
1487,iLikeTofoe,4.5
1488,Zhimax,4.5
1489,jugo,4.5
1490,Superbobo,4.5
1491,zed188,4.5
1492,schlubitz,4.5
1493,Kassiewijl,4.5
1494,Battenberger,4.5
1495,puffic,4.5
1496,巨型矮人,4.5
1497,Braadpan,4.5
1498,Chugs,4.5
1499,Theoden,4.5
1500,darkscale,4.5
1501,Clooney,4.5
1502,Happiness,4.5
1503,Scionny,4.5
1504,Mathjas,4.5
1505,UnderWater,4.5
1506,Bliw,4.5
1507,大帅比,4.5
1508,性感荷官在線發牌,4.49
1509,zoqnoinxi,4.49
1510,PriscillaJoh,4.49
1511,NeuroBreak3,4.49
1512,Tyimp,4.49
1513,Aubamech,4.49
1514,Shock,4.49
1515,Mehpaw,4.49
1516,Sol,4.49
1517,RamboRammer,4.49
1518,Tregar,4.49
1519,Albertlebg,4.49
1520,ExTezzy,4.49
1521,rico,4.49
1522,Ennigami,4.49
1523,FNKYMNK,4.49
1524,Хемуль,4.49
1525,Tenzor,4.49
1526,APDO,4.49
1527,Okilled,4.49
1528,Dale,4.49
1529,Fengye,4.49
1530,Ryns,4.49
1531,Schlipperkid,4.49
1532,FistaK,4.48
1533,Switish,4.48
1534,Rain,4.48
1535,hqqluki,4.48
1536,godgodfather,4.48
1537,chuangchuang,4.48
1538,BenLeo,4.48
1539,Owner4ever,4.48
1540,Oioibigboi,4.48
1541,Joopjan,4.48
1542,gemafall,4.48
1543,retra7777,4.48
1544,B3nefactoR,4.48
1545,Malchidael,4.48
1546,Bountyhunter,4.48
1547,M0oNLiGhT,4.48
1548,InKaRNaToR,4.48
1549,MeiLei,4.48
1550,Slavindet,4.48
1551,mic,4.48
1552,anaitios,4.48
1553,LGDLFY,4.48
1554,Butchan,4.48
1555,Астраханец,4.48
1556,Classic,4.47
1557,piescfre,4.47
1558,opeeeen,4.47
1559,約定炫色,4.47
1560,sadybmmm,4.47
1561,伊敏,4.47
1562,优瓦夏,4.47
1563,HAPYY,4.47
1564,Sylwanas,4.47
1565,Tutsumi,4.47
1566,SauceMeister,4.47
1567,Whisp,4.47
1568,Razduvasik,4.47
1569,Horia,4.47
1570,procyon,4.47
1571,ShinyHero,4.47
1572,MaximUSNG,4.47
1573,Katastropoli,4.47
1574,AiZerG,4.47
1575,ToasterSalad,4.47
1576,rodo0007,4.47
1577,TomvanE,4.47
1578,DOUFUYAYA,4.47
1579,suzan,4.47
1580,Han,4.47
1581,Jamal,4.47
1582,Sum0,4.46
1583,TakakuraAnri,4.46
1584,twilight,4.46
1585,MarinerDavis,4.46
1586,cloudalun,4.46
1587,BenderStyle,4.46
1588,greyver,4.46
1589,Yilingshu,4.46
1590,tofungerZ,4.46
1591,SapereAude,4.46
1592,Lou,4.46
1593,TheFalchion,4.46
1594,Trojan,4.46
1595,Nikita,4.46
1596,Yanny,4.46
1597,Nezon,4.46
1598,呉織あぎり,4.46
1599,jeanmâ,4.46
1600,Alper5ozx,4.46
1601,nylx,4.46
1602,cangjingge,4.46
1603,Aeternus,4.46
1604,Rain,4.46
1605,Shackles,4.46
1606,Jofur93,4.46
1607,SpicyBoy,4.46
1608,Kay,4.46
1609,CheekiBreeki,4.45
1610,OMarpinkO,4.45
1611,qpluzovymg,4.45
1612,JimmyGary,4.45
1613,Banana,4.45
1614,SilentSugar,4.45
1615,스폐셜킴,4.45
1616,FELDHEIMER,4.45
1617,tufe,4.45
1618,MIM,4.45
1619,looseanyway,4.45
1620,Minerva,4.45
1621,Mohammed,4.45
1622,lanadesserts,4.45
1623,Dannysaurus,4.45
1624,blablub,4.45
1625,Bluff,4.45
1626,Bogdan1041,4.45
1627,Jounen,4.45
1628,kotojambo,4.45
1629,KelinDrawn,4.45
1630,SilentStorm,4.45
1631,Dagert98,4.45
1632,Katalepsy,4.45
1633,Kodelja,4.45
1634,llIIllIllI,4.45
1635,BigLava,4.45
1636,Quorthon21,4.44
1637,liukkus,4.44
1638,ddd,4.44
1639,donizuijiao,4.44
1640,ToumaKazusa,4.44
1641,Reimu,4.44
1642,qdfhyfegbjjf,4.44
1643,BKing,4.44
1644,Mpiematt,4.44
1645,Allure,4.44
1646,INER,4.44
1647,pakmen,4.44
1648,RoronoaZoro,4.44
1649,EvilSword,4.44
1650,OJleHb,4.44
1651,Aysegulcan,4.44
1652,raindraw,4.44
1653,wyJIep,4.44
1654,HeroTemi4,4.44
1655,Aeri,4.44
1656,SICKAMENTS,4.44
1657,Molikoff,4.44
1658,NoBody,4.44
1659,leetokzz,4.44
1660,WWTTYY,4.44
1661,ealtecxvcdg,4.44
1662,Hunter,4.43
1663,機器巫師,4.43
1664,挺拔的玫瑰色海豹,4.43
1665,fedelico,4.43
1666,Reg,4.43
1667,Malvolio,4.43
1668,Pawias,4.43
1669,alppamukcu,4.43
1670,명치,4.43
1671,ERAGON,4.43
1672,teleoplexy,4.43
1673,OnyxRogue,4.43
1674,Arrakktur,4.43
1675,awes0meawe,4.43
1676,Staf007,4.43
1677,Frei,4.43
1678,TheOptimist,4.43
1679,Gnight,4.43
1680,ParaDice,4.43
1681,Marszal,4.43
1682,Tiras,4.43
1683,PutnikAda,4.43
1684,BattleFrog,4.43
1685,siyvpncywolk,4.43
1686,看雨听风,4.43
1687,OapWnMQq,4.43
1688,lgxqg,4.43
1689,Fringe,4.43
1690,card,4.43
1691,DexGallas,4.42
1692,NewBoy,4.42
1693,李不青楚,4.42
1694,至尊玉爵,4.42
1695,DragonWarrio,4.42
1696,YesYanBaby,4.42
1697,anthony,4.42
1698,Nemesis,4.42
1699,消失在拂晓,4.42
1700,kozermaru,4.42
1701,Morgan,4.42
1702,Lazyshadow,4.42
1703,Jerfaj,4.42
1704,Gerd,4.42
1705,MagicTurtle,4.42
1706,Arrivider4i,4.42
1707,RuSmile,4.42
1708,foyll,4.42
1709,Lebiys,4.42
1710,Saggen,4.42
1711,LEVA,4.42
1712,Daniel,4.42
1713,csudus,4.42
1714,Аррамир,4.42
1715,GBLtaki,4.42
1716,LaBomba,4.41
1717,Zzz,4.41
1718,WilsonW,4.41
1719,lwcykbcxyign,4.41
1720,Minicatty,4.41
1721,FeelsGoodMan,4.41
1722,flavachic,4.41
1723,Hypnos,4.41
1724,ШтанУдачи,4.41
1725,FishKa,4.41
1726,Vikings,4.41
1727,DikmAbel,4.41
1728,Tr1gga,4.41
1729,goico00,4.41
1730,MisiekZet,4.41
1731,CNZAR,4.41
1732,Morzas,4.41
1733,hiStORYsART,4.41
1734,Scourge,4.41
1735,iShi7YouNo7,4.41
1736,Nash,4.41
1737,高挑的薄荷色雄鹿,4.4
1738,Watergolf,4.4
1739,해질때까지,4.4
1740,優良的泥巴色鯊魚,4.4
1741,OTTO,4.4
1742,WildWolf,4.4
1743,TortugaVil,4.4
1744,Kastaja,4.4
1745,zaboristyy,4.4
1746,Smoke,4.4
1747,Мышевур,4.4
1748,Genzo,4.4
1749,Taipan,4.4
1750,Freesun,4.4
1751,lu3000,4.4
1752,rickastley,4.4
1753,Jiell,4.4
1754,Kedddy3,4.4
1755,Jeepercreepe,4.4
1756,Vinidal,4.4
1757,PotnayaKatka,4.4
1758,БезумныйМакс,4.4
1759,NikoBellic,4.4
1760,Timmehh,4.4
1761,afreekan,4.4
1762,Persik,4.4
1763,hoppsann3,4.4
1764,JessieOne,4.4
1765,Cliva,4.4
1766,IuLLy,4.4
1767,qiansedeshe,4.4
1768,ToTh3JuNgLe,4.4
1769,Nighthrash,4.4
1770,Sirius,4.4
1771,Saul,4.4
1772,Joker,4.39
1773,kesty,4.39
1774,JuHua,4.39
1775,scknow,4.39
1776,Topic,4.39
1777,りのずか,4.39
1778,RPM,4.39
1779,CookieMwnstr,4.39
1780,jbubu,4.39
1781,Arteemis,4.39
1782,aubergiste,4.39
1783,Testa,4.39
1784,Morya,4.39
1785,Clentis,4.39
1786,ReldiK,4.39
1787,자하,4.39
1788,Shenki,4.39
1789,Artex,4.39
1790,Neona,4.39
1791,Unogondura,4.39
1792,samu12ct,4.39
1793,Arcangel,4.39
1794,我煮个面畀你食,4.39
1795,MrZurkon,4.39
1796,모험가,4.38
1797,狂野的摩卡色犀牛,4.38
1798,RiceEater,4.38
1799,aadine,4.38
1800,rhjnh,4.38
1801,Lustforl,4.38
1802,Godlike,4.38
1803,metry,4.38
1804,qufem,4.38
1805,K1ssDoM,4.38
1806,sadas,4.38
1807,Sakura,4.38
1808,pharsalia,4.38
1809,БомжВалера,4.38
1810,bBelcampo,4.38
1811,Balkanturist,4.38
1812,bakeryinsh,4.38
1813,Daniella,4.38
1814,knop,4.38
1815,Elsidius,4.38
1816,ArtSonic,4.38
1817,Alex,4.38
1818,DrSonGooN,4.38
1819,thedarknit,4.38
1820,Umnik,4.38
1821,MiStiK,4.38
1822,bwoha,4.37
1823,安兹,4.37
1824,饮中四侠,4.37
1825,NTGMCZX,4.37
1826,dicoslo,4.37
1827,molin,4.37
1828,E1Noir,4.37
1829,Sacred,4.37
1830,ManFromJapan,4.37
1831,CloudStrife,4.37
1832,Duang,4.37
1833,이웃집고양이,4.37
1834,Jonaman,4.37
1835,KRAS,4.37
1836,MaximumHS,4.37
1837,Knassie,4.37
1838,JeremyVos,4.37
1839,Villain,4.37
1840,KislaGloova,4.37
1841,chrisbishop,4.37
1842,firious,4.37
1843,智慧眼睛,4.36
1844,超級忍者,4.36
1845,wantstrong,4.36
1846,wtyovo,4.36
1847,Tweedy,4.36
1848,Pencilline,4.36
1849,IndianaJoint,4.36
1850,Worms,4.36
1851,Anubis,4.36
1852,Miinow,4.36
1853,Hilo,4.36
1854,Kisrozsdi,4.36
1855,Jagernaut,4.36
1856,tty4ik,4.36
1857,Xaiz,4.36
1858,iLaayZe,4.36
1859,kensei,4.36
1860,ERROR,4.36
1861,卧荒丘,4.36
1862,GevirMedLir,4.36
1863,Stefi,4.36
1864,DrVaramentes,4.36
1865,TheConMan,4.36
1866,Hellmutta,4.36
1867,AnuN,4.36
1868,DruidoRoxx,4.36
1869,Penguin,4.36
1870,vhwih,4.36
1871,vincent111,4.35
1872,Front242,4.35
1873,djwcb,4.35
1874,HGAFASGADD,4.35
1875,EbonGhost,4.35
1876,刚波宁,4.35
1877,wonengdie,4.35
1878,Edison,4.35
1879,枯燥的岩漿色毒蛇,4.35
1880,Baker,4.35
1881,데롱데롱,4.35
1882,HackerOK,4.35
1883,Melancholie,4.35
1884,MagicPants,4.35
1885,GaRRenT,4.35
1886,NightRaid,4.35
1887,Арт,4.35
1888,Gervo,4.35
1889,Dimonlimon94,4.35
1890,Khalli,4.35
1891,Sodimanic,4.35
1892,Djimkas,4.35
1893,Atri,4.35
1894,TingLS,4.35
1895,fuersen,4.35
1896,AntiDot,4.35
1897,BlueHunter,4.34
1898,AnaBXxMt,4.34
1899,TitaNick,4.34
1900,yuyuyuyuyu,4.34
1901,WhiteMoon,4.34
1902,늘푸른눈매,4.34
1903,Bil28,4.34
1904,Frenchpickle,4.34
1905,Polgara,4.34
1906,iy1995,4.34
1907,Chhhhh,4.34
1908,BlackuM,4.34
1909,RatMaster,4.34
1910,CosmoZoo,4.34
1911,TheCandyman,4.34
1912,Dragonhunter,4.34
1913,Kilrejn,4.34
1914,Digge,4.34
1915,maksimym69,4.34
1916,MarkGreyFox,4.34
1917,faust,4.34
1918,rossmaha,4.34
1919,arislan,4.34
1920,MrRammstein,4.34
1921,恐怖的萊姆色羅亞,4.34
1922,dandice,4.34
1923,Olsen,4.34
1924,kronas,4.34
1925,聒噪的暗紅色蛟龍,4.33
1926,胖得不像话,4.33
1927,Matadors,4.33
1928,暘同学,4.33
1929,yellowicelon,4.33
1930,sys,4.33
1931,AlfonsTudore,4.33
1932,Godgun,4.33
1933,龙豆豆,4.33
1934,RedArmy,4.33
1935,lollero,4.33
1936,Toxic322,4.33
1937,EuropeanDOG,4.33
1938,Cikos,4.33
1939,Anaroxx,4.33
1940,Skorpi,4.33
1941,Exalted,4.33
1942,CountBuff,4.33
1943,VanLunturu,4.33
1944,DeeMeR,4.33
1945,Adam,4.33
1946,Lepik,4.33
1947,MellonCollie,4.33
1948,EuJeI,4.33
1949,Azrael,4.33
1950,HHA,4.33
1951,Fihlie,4.32
1952,spanki,4.32
1953,奸詐的單寧色毒蛇,4.32
1954,InkyBison,4.32
1955,Jamesbond,4.32
1956,dapingguo,4.32
1957,Makeleio,4.32
1958,huseyinersin,4.32
1959,Richimagis,4.32
1960,Richietism,4.32
1961,BIGKOKO,4.32
1962,azul,4.32
1963,YongyanChen,4.32
1964,PadenPede,4.32
1965,Shakalets,4.32
1966,rikkert,4.32
1967,LittleWing,4.32
1968,Esjuek,4.32
1969,BusterBossJR,4.32
1970,SouLKeePeR,4.32
1971,kazyy,4.32
1972,frankmiller,4.32
1973,Pnurk,4.32
1974,Ytron,4.32
1975,Damon,4.32
1976,Tin,4.32
1977,N4TH4N,4.31
1978,Kars,4.31
1979,windsky,4.31
1980,wtybill,4.31
1981,BillisZZ,4.31
1982,Grandiose,4.31
1983,muyi,4.31
1984,sbbx,4.31
1985,OverGo,4.31
1986,FTmingma,4.31
1987,topS1,4.31
1988,SneezyDwarf,4.31
1989,Tadeusz,4.31
1990,dweller,4.31
1991,Lev,4.31
1992,KingofFools,4.31
1993,Aarkanito,4.31
1994,azzraell12,4.31
1995,MrEagle,4.31
1996,Чейз,4.31
1997,Ermolaev,4.31
1998,MissedLethal,4.31
1999,DemonSlayer7,4.31
2000,PLOZKIY,4.31
2001,Salty,4.31
2002,Ha9to,4.31
2003,基火啊,4.31
2004,Player45312,4.31
2005,momo,4.31
2006,Glacronest,4.3
2007,asdg,4.3
2008,SlingBox,4.3
2009,Poke,4.3
2010,GOXDLEEX,4.3
2011,Devils,4.3
2012,さくら,4.3
2013,Rnmtuiqian,4.3
2014,JinJInXiaQi,4.3
2015,MarthaBob,4.3
2016,wwz,4.3
2017,假发,4.3
2018,WindPast,4.3
2019,qihaiqianqiu,4.3
2020,Toastbrot246,4.3
2021,LiorTheSote,4.3
2022,CinaDor,4.3
2023,Luemmeljunge,4.3
2024,LeanItUpBruh,4.3
2025,mendeley,4.3
2026,Otreblack,4.3
2027,Чудо,4.3
2028,YUNGHOON,4.3
2029,Darbster111,4.3
2030,eleggg,4.3
2031,МедлякКрылан,4.3
2032,Malkavian,4.3
2033,Ðruia,4.3
2034,Biofire64,4.3
2035,Misseo,4.3
2036,Svulsten,4.3
2037,Loyt,4.3
2038,SkyHero,4.3
2039,Reg,4.3
2040,SuperMurloc,4.3
2041,qbij6t,4.3
2042,KothalKan,4.3
2043,horjack,4.3
2044,DeaDMoroZ,4.29
2045,Zalessian,4.29
2046,黎明世间繁华,4.29
2047,StarPlatinum,4.29
2048,邪惡的暗紅色矮子,4.29
2049,GodLong,4.29
2050,gdycdkejsh,4.29
2051,Avril,4.29
2052,AlaskanBange,4.29
2053,jonny,4.29
2054,파베트,4.29
2055,DiZaZttER,4.29
2056,Zealot,4.29
2057,pashatiger,4.29
2058,Valant,4.29
2059,Ulyssses,4.29
2060,Vidar,4.29
2061,Sargis,4.29
2062,Gaczek,4.29
2063,sagoor,4.29
2064,Heksi,4.29
2065,PokerDamo,4.29
2066,Bolnero,4.29
2067,Mitchell1000,4.29
2068,Shom,4.29
2069,ItzMessa,4.29
2070,Gfighter,4.29
2071,Ka7yCta,4.29
2072,Eivind,4.29
2073,JBREEZY,4.29
2074,softmagnetic,4.29
2075,boynextdoor,4.29
2076,Mahtaito,4.29
2077,Kerfluffle,4.29
2078,Nano,4.29
2079,TrueDilemma,4.29
2080,薄情寡义黑小虎,4.28
2081,还在流浪欧服,4.28
2082,crowneed,4.28
2083,JiChi,4.28
2084,shouxitea,4.28
2085,黑夜騎士,4.28
2086,Phanthermom,4.28
2087,Art,4.28
2088,Bierophage,4.28
2089,SUnder,4.28
2090,ukkometso,4.28
2091,cy20x,4.28
2092,JBCMB,4.28
2093,llhaha,4.28
2094,Mesut,4.28
2095,FireButt,4.28
2096,Eatpotato,4.28
2097,Bakura,4.28
2098,FoSSeT,4.28
2099,Slicesher,4.28
2100,Omfal,4.28
2101,XANOR,4.28
2102,Zengtianhao,4.28
2103,Loyal,4.28
2104,MDr0x,4.28
2105,magnetronn,4.27
2106,Ага,4.27
2107,我感觉很难受,4.27
2108,back,4.27
2109,京水街老猫猴,4.27
2110,機器狼人,4.27
2111,wtybill,4.27
2112,GLAVBUX,4.27
2113,Feitesen,4.27
2114,DYSW,4.27
2115,tanenwer,4.27
2116,TVOREC,4.27
2117,MachoGrande,4.27
2118,JayBizzel,4.27
2119,lerosQ,4.27
2120,feRi,4.27
2121,homer,4.27
2122,Karrimass,4.27
2123,Trufflelord,4.27
2124,Hêyy,4.27
2125,jlarkin353,4.27
2126,IGORxSRB,4.27
2127,Macko,4.27
2128,Shadow,4.27
2129,Benelli,4.27
2130,Miller,4.27
2131,Rowenwand,4.27
2132,MichaelVocht,4.26
2133,Zeratullius,4.26
2134,OliveViper,4.26
2135,painkiller,4.26
2136,wtybill,4.26
2137,ROYJANE,4.26
2138,ScallionDuck,4.26
2139,pumpkin,4.26
2140,CNKarl,4.26
2141,Yuppi,4.26
2142,ilTdbTli,4.26
2143,RittInDenTod,4.26
2144,SMOrcHuntard,4.26
2145,ridgewater,4.26
2146,Nerevar,4.26
2147,Ell1ot,4.26
2148,Дедпул,4.26
2149,Triggered,4.26
2150,greenjesus42,4.26
2151,Makishima,4.26
2152,schwarzkopf,4.26
2153,Zel,4.26
2154,BattleTag,4.26
2155,Foster,4.26
2156,Ronin,4.26
2157,BilasBoas,4.26
2158,Veres,4.26
2159,Goldfinch,4.26
2160,BRB,4.26
2161,Potatohead,4.26
2162,mouxiang,4.26
2163,JadeSeal,4.26
2164,vinchenzo,4.26
2165,Ali,4.26
2166,Kot343,4.25
2167,chttjl,4.25
2168,LuckyCoin,4.25
2169,kusedeaishan,4.25
2170,LiveRain,4.25
2171,LZB,4.25
2172,shushu,4.25
2173,yuxuanW,4.25
2174,temmie,4.25
2175,Scandal,4.25
2176,dcko,4.25
2177,Katil,4.25
2178,Vovan,4.25
2179,Roozheek,4.25
2180,ex3mBlade,4.25
2181,JawadDawood,4.25
2182,Izo,4.25
2183,Apocalisse,4.25
2184,Mitaiyto,4.25
2185,Iryx,4.25
2186,Killstealer,4.25
2187,tort,4.25
2188,ISEvangelion,4.25
2189,Croquette,4.25
2190,Nikto,4.25
2191,DannieEll,4.25
2192,JonnyWoo,4.25
2193,Spamm222,4.25
2194,PearlElekk,4.25
2195,MSP,4.25
2196,Bewator,4.25
2197,SadStatue,4.25
2198,MPace,4.25
2199,Happy,4.25
2200,真不如玩原神,4.25
2201,Ants,4.25
2202,Borris79,4.25
2203,BoLo,4.25
2204,Norteklaser,4.24
2205,昏暗的鐵鏽色幽靈,4.24
2206,windows,4.24
2207,batter,4.24
2208,chinaWIN,4.24
2209,KAKAA,4.24
2210,Shekel,4.24
2211,Marnef,4.24
2212,DeNozzo,4.24
2213,Arsenboss,4.24
2214,Chamot,4.24
2215,Blondin,4.24
2216,navi,4.24
2217,TRIHACH,4.24
2218,GroSSo,4.24
2219,OliveImp,4.24
2220,Banishment,4.24
2221,Дима,4.24
2222,BeardedDwarf,4.24
2223,KitaIkuyo,4.24
2224,SageBison,4.24
2225,ShakaPonk,4.24
2226,pewpew,4.24
